"","cluster","effect","y","treated"
"1",0,0.283222277089402,0,0
"2",0,-0.00892293375674791,0,1
"3",0,-0.0220025328582955,0,0
"4",0,-0.0160931904970703,0,1
"5",0,-0.026463714775772,0,1
"6",0,-0.00255538250077004,0,0
"7",0,-0.0308636233443209,0,0
"8",0,0.228078000289698,1,0
"9",0,0.00333224893272615,0,1
"10",0,-0.0280437697787363,0,1
"11",0,-0.0184701035853881,0,0
"12",0,-0.00600237278931582,0,0
"13",0,0.00377276628916476,0,1
"14",0,-0.00944413598992747,0,1
"15",0,0.169597779031471,0,0
"16",0,-0.011573376344043,0,1
"17",0,-0.00852049819075135,0,0
"18",0,0.201254137699187,0,1
"19",0,-0.00884150425633652,0,0
"20",0,0.17366896704874,0,0
"21",0,-0.0143472337695851,0,0
"22",0,0.181219018737392,0,1
"23",0,0.183399383109039,0,0
"24",0,-0.000338799254332107,0,0
"25",0,0.00412260585510645,0,1
"26",0,0.124842140560466,0,0
"27",0,-0.0122235268918917,0,0
"28",0,-0.0140350522694252,0,0
"29",0,0.163080055693965,0,1
"30",0,0.23064990369371,0,0
"31",0,-0.00613152748049928,0,0
"32",0,0.167046384173145,0,0
"33",0,-0.0126382298836476,0,1
"34",0,-0.0172967451029178,1,0
"35",0,0.029893529438596,0,0
"36",0,-0.00864461060145702,0,1
"37",0,0.0436459553606427,0,1
"38",0,0.19408042450583,0,1
"39",0,0.0770453708691628,0,0
"40",0,0.00269540787823351,0,0
"41",0,0.15903005567239,0,0
"42",0,-0.030894374146578,0,0
"43",0,-0.00707308787919269,0,0
"44",0,0.152503891451343,0,1
"45",0,-0.0240179351037758,0,0
"46",0,-0.0121494528646656,0,0
"47",0,-0.00766753031004638,0,0
"48",0,-0.00297798816572631,0,1
"49",0,0.190314614754832,0,1
"50",0,-0.0264431186354875,0,1
"51",0,-0.0258739087695302,0,0
"52",0,0.00479930093394022,0,0
"53",0,-0.0187752284387839,0,1
"54",0,-0.000923839412081508,0,1
"55",0,-0.0115242191415553,0,0
"56",0,0.19671937680823,0,0
"57",0,-0.000618887455668808,0,0
"58",0,-0.00587264366091152,0,0
"59",0,-0.0322688817567165,0,0
"60",0,0.167056783494254,0,1
"61",0,-0.0263754845590191,0,1
"62",0,-0.00352666371117454,0,0
"63",0,-0.00525995520343907,0,1
"64",0,0.266065342086666,0,1
"65",0,-0.023645743298147,0,1
"66",0,0.326338422078661,0,0
"67",0,-0.00510852521689283,0,0
"68",0,-0.0116810851390046,0,1
"69",0,0.140163087665592,0,1
"70",0,-0.0112107321484828,0,0
"71",0,-0.0188301145348442,0,1
"72",0,-0.00751520788662609,0,1
"73",0,-0.0119276358930335,0,0
"74",0,0.217283092755208,0,1
"75",0,-0.00840347201063125,0,1
"76",0,-0.018438176091019,0,0
"77",0,-0.0114862961979493,0,0
"78",0,0.159501517259034,0,0
"79",0,0.154669906011259,0,0
"80",0,-0.00528000352477921,0,1
"81",0,-0.0218469450967137,0,1
"82",0,-0.00324588157157528,0,0
"83",0,-0.0173488791296137,0,0
"84",0,-0.0157322569041684,0,0
"85",0,-0.0233612745455696,0,0
"86",0,-0.0234442213096776,0,0
"87",0,0.230376433498406,0,0
"88",0,0.113514378579344,0,0
"89",0,0.251148444729174,0,1
"90",0,-0.00927734834151754,0,0
"91",0,-0.0139836292684693,0,1
"92",0,0.00761006976067039,0,0
"93",0,-0.0319503365122401,0,0
"94",0,-0.0250849955026489,0,0
"95",0,0.212028848522294,0,1
"96",0,0.199360390151115,0,0
"97",0,0.210239877216245,0,0
"98",0,-0.0188063027344689,0,1
"99",0,0.132245520612963,0,1
"100",0,0.062813221917054,0,1
"101",0,-0.000630169027233093,0,1
"102",0,-0.0253892313718884,0,0
"103",0,0.165351810531713,0,1
"104",0,-0.0211378821533736,0,1
"105",0,-0.00723203532819776,0,1
"106",0,0.00527136780989496,0,0
"107",0,0.192656153217977,0,0
"108",0,-0.00345600063505828,0,1
"109",0,-0.00203298049067004,0,0
"110",0,-0.0144282497271943,0,1
"111",0,-0.0296941146595869,0,0
"112",0,0.0234463000596982,0,0
"113",0,0.208405006383283,0,1
"114",0,-0.00598159066775934,0,1
"115",0,-0.0291528770114219,0,0
"116",0,0.00121543366444935,0,0
"117",0,0.00453902286819896,0,0
"118",0,-0.00920951231926324,0,0
"119",0,-0.0180494495643323,0,0
"120",0,0.0870464815115674,0,0
"121",0,-0.000244811673228086,0,0
"122",0,-0.00711499997892768,0,0
"123",0,-0.00364158607516587,0,0
"124",0,-0.00394477184249958,0,1
"125",0,-0.00519614806681787,0,0
"126",0,-0.0106835291525332,0,0
"127",0,-0.0127205393104295,0,0
"128",0,-0.0120255847922219,0,1
"129",0,2.18576766385275e-05,0,0
"130",0,-0.010104670842155,0,1
"131",0,-0.0115607572249437,0,0
"132",0,0.00609777100615219,0,1
"133",0,-0.0111561954690812,0,0
"134",0,-0.0214357881187679,0,0
"135",0,-0.00112482068232547,0,0
"136",0,0.125894304889629,0,0
"137",0,0.00441374733726432,0,1
"138",0,0.00447750230593376,0,1
"139",0,0.00920847697789955,0,1
"140",0,-0.00277285251879405,0,1
"141",0,0.177514423392975,0,1
"142",0,-0.004655677710878,0,1
"143",0,0.00155279603331467,0,1
"144",0,-0.013903118099182,0,1
"145",0,-0.00863649191277346,0,0
"146",0,-0.0164579853867968,0,0
"147",0,0.155816765424687,0,1
"148",0,0.217355221977658,0,1
"149",0,-0.00938851859608643,0,0
"150",0,0.219291969716294,0,0
"151",0,-0.0224936562553637,0,1
"152",0,-0.0153460777367978,0,0
"153",0,-0.0174358227139655,0,1
"154",0,-0.0382814706469621,0,0
"155",0,-0.0224667696278062,0,0
"156",0,-0.00486974825560132,0,0
"157",0,0.000946641718092902,0,0
"158",0,0.0304542677973738,0,1
"159",0,0.176810002831101,0,1
"160",0,-0.018692170226248,0,1
"161",0,-0.0132936760167146,0,1
"162",0,-0.00152254836955249,0,0
"163",0,-0.00383407093808316,0,1
"164",0,-0.000591371139730985,0,0
"165",0,0.00117855147582863,0,1
"166",0,0.0157338191222741,0,0
"167",0,0.134328107101387,0,0
"168",0,0.118107114616135,0,0
"169",0,0.00552512362375996,0,1
"170",0,-0.0244480819101723,0,1
"171",0,-0.000101186716972198,0,1
"172",0,-0.00170458681879683,0,1
"173",0,-0.022359303803779,0,1
"174",0,-0.010748633366925,0,1
"175",0,-0.00205593209600298,0,1
"176",0,-0.0279868845760016,0,0
"177",0,-0.0184246527665158,0,0
"178",0,-0.0211873788106262,0,1
"179",0,-0.0205413466420322,0,1
"180",0,-0.0338687038915845,0,1
"181",0,0.164769041298883,0,0
"182",0,-0.0259505532522457,0,1
"183",0,-0.00652417534758713,0,1
"184",0,0.090302763199312,0,1
"185",0,-0.0535944323734662,0,0
"186",0,-0.0284328384350242,0,0
"187",0,-0.0129219585470816,0,1
"188",0,-0.0140535634292858,0,0
"189",0,-0.00994475292107811,0,1
"190",0,-0.00330974066839246,0,0
"191",0,-0.0124875715419601,0,0
"192",0,-0.0204355490813354,0,0
"193",0,-0.0066881583542824,0,0
"194",0,-0.00469103148243167,0,1
"195",0,-0.00771479534538876,0,0
"196",0,-0.0178735681935105,0,1
"197",0,0.226937056177583,0,0
"198",0,-0.00153378938133289,0,1
"199",0,0.201009233903397,0,1
"200",0,0.168506449576441,0,1
"201",0,0.0200486362495005,0,0
"202",0,0.174947989753483,0,0
"203",0,0.00517520613530871,0,1
"204",0,-0.0209600784023347,0,1
"205",0,0.113764697033375,0,0
"206",0,-0.078382733972512,0,0
"207",0,0.156182106587499,0,1
"208",0,-0.0280002543613463,0,0
"209",0,0.00860013528125011,0,1
"210",0,-0.00978127395744478,0,0
"211",0,0.00354999445562082,0,1
"212",0,0.00544131869241503,0,0
"213",0,-0.00315584215463255,0,0
"214",0,-0.00394881915977473,0,1
"215",0,-0.00234756408101539,0,1
"216",0,6.03539656482748e-05,0,0
"217",0,-0.0194040848146708,0,0
"218",0,-0.0233329140559062,0,0
"219",0,0.184457071970097,0,1
"220",0,-0.00603608563475857,0,0
"221",0,-0.00929989429361389,0,0
"222",0,-0.0078833304657586,0,0
"223",0,0.134649986161331,0,1
"224",0,0.182988215536352,0,1
"225",0,-0.0137268713636149,0,0
"226",0,-0.0136999008794274,0,0
"227",0,0.0616297898868648,0,0
"228",0,0.105838267305776,0,0
"229",0,0.00653613066905997,0,0
"230",0,-0.0242553321014789,0,1
"231",0,0.0147846295359457,0,1
"232",0,-0.00807423367645465,0,0
"233",0,-0.00364333160201386,0,1
"234",0,-0.000733916923201369,0,1
"235",0,-0.00100051873593613,0,0
"236",0,0.1619729215028,0,1
"237",0,0.2041594799277,0,1
"238",0,-0.011914262553572,0,1
"239",0,-0.0178127445028385,0,1
"240",0,-0.0189807813619741,0,0
"241",0,-0.00806644567579245,0,1
"242",0,-0.0929587533587811,0,1
"243",0,-0.0187832474958286,0,0
"244",0,-0.0859908804214654,0,0
"245",0,-0.0164618007791037,0,1
"246",0,-0.0436393087289047,0,0
"247",0,0.154605133538607,0,0
"248",0,0.0439926423393801,0,0
"249",0,0.18430237723353,0,1
"250",0,0.0167430975484879,0,1
"251",0,0.00146868415302984,0,1
"252",0,-0.106373198682073,0,0
"253",0,0.240296353422394,0,0
"254",0,-0.0268942522239373,0,1
"255",0,0.18547617448854,0,1
"256",0,0.158069085673611,0,0
"257",0,0.00847467168770317,0,1
"258",0,0.206252440077079,0,0
"259",0,-0.0170833431442718,0,1
"260",0,0.100141499292502,0,1
"261",0,0.15913887211779,0,1
"262",0,-0.0955923525185392,0,1
"263",0,0.00655295149815108,1,0
"264",0,0.00106857769584081,0,0
"265",0,0.22704216616732,0,0
"266",0,-0.0219757786816617,0,0
"267",0,-0.00231612623455924,0,0
"268",0,-0.0137130903927756,0,1
"269",0,0.0121439519580413,0,1
"270",0,0.229325800847906,0,1
"271",0,-0.0201425420681976,0,1
"272",0,-0.00567285480028035,1,0
"273",0,-0.0166888576898331,0,1
"274",0,0.00116517048365276,0,0
"275",0,0.165890096238371,0,0
"276",0,0.170212418926069,0,1
"277",0,0.13766473989038,0,0
"278",0,-0.00804117242368357,0,1
"279",0,-0.0409465396488116,0,1
"280",0,0.171057854049696,0,1
"281",0,-0.0257966698544342,0,1
"282",0,-0.0202359594222326,0,1
"283",0,0.0057563152526932,0,1
"284",0,0.037355340844438,0,1
"285",0,-0.00531356167095027,0,1
"286",0,0.00248918371152823,0,1
"287",0,-0.0181657777139238,0,1
"288",0,0.155035690297472,0,1
"289",0,-0.0028821416420271,0,0
"290",0,0.025219415478499,0,1
"291",0,-0.0168911257441909,0,1
"292",0,0.18008780759584,0,0
"293",0,0.2357097326164,0,1
"294",0,-0.018397203297704,0,0
"295",0,0.0671435497582279,0,0
"296",0,0.179531890199407,0,1
"297",0,-0.00424705478768013,0,1
"298",0,-0.00361517882726606,0,1
"299",0,0.1688516368569,0,0
"300",0,0.00737282084731248,0,0
"301",0,-0.117407984429153,0,0
"302",0,-0.0204292424771376,0,0
"303",0,0.209422716932411,0,1
"304",0,-0.0150543193975778,0,1
"305",0,0.00751702847999495,0,0
"306",0,0.18030744999662,0,1
"307",0,-0.0491439357092768,0,0
"308",0,-0.0178675295825684,0,1
"309",0,-0.0141567134253039,0,1
"310",0,-0.0109794368295787,0,0
"311",0,-0.00558156316974957,0,1
"312",0,0.148097829759301,1,0
"313",0,0.147524430593958,0,0
"314",0,0.0022492651972788,0,0
"315",0,-0.0128003185866917,0,0
"316",0,-0.0065031341137464,0,0
"317",0,-0.0206490496156539,0,1
"318",0,0.00732712730759413,0,0
"319",0,-0.013781782489137,0,0
"320",0,-0.0134327616650882,0,0
"321",0,0.0944655948735252,0,0
"322",0,0.0386202969241985,0,1
"323",0,-0.0229540511088725,0,1
"324",0,-0.00261574600262097,0,1
"325",0,-0.0189778334643559,0,1
"326",0,-0.00706783469417802,0,1
"327",0,0.00455437034102178,0,0
"328",0,0.102900379823114,0,1
"329",0,0.135490444892927,0,1
"330",0,0.212519843897352,0,0
"331",0,2.78570961621348e-05,0,1
"332",0,-0.0135328010784733,0,1
"333",0,0.0039815612256719,0,1
"334",0,-0.014605273155892,0,1
"335",0,0.203015304579628,0,1
"336",0,-0.0071094348771397,0,1
"337",0,-0.0010211558907948,0,0
"338",0,0.21910396046995,0,1
"339",0,0.117633896542451,0,0
"340",0,-0.00306826681066123,0,1
"341",0,0.00954995209642251,0,1
"342",0,0.00466921261372369,0,1
"343",0,0.0222158686131897,0,1
"344",0,-0.0167052716472573,1,0
"345",0,0.156626346963617,0,0
"346",0,-0.0103701298558606,0,1
"347",0,0.185720260554512,0,0
"348",0,0.00117058465778421,0,1
"349",0,0.00626154729468112,0,0
"350",0,0.194035487765635,0,0
"351",0,-0.00627884536791842,0,0
"352",0,0.0906129111891957,0,0
"353",0,-0.0127552674127132,0,1
"354",0,0.152793387003242,0,0
"355",0,-0.00753030436960713,0,0
"356",0,0.00509306079542823,0,0
"357",0,-0.0119345618961958,0,1
"358",0,0.135820086332671,0,1
"359",0,-0.0108600024831822,0,0
"360",0,0.341700460999275,0,0
"361",0,-0.0311417385691908,0,0
"362",0,0.0863426717269694,0,0
"363",0,0.18804570442977,0,0
"364",0,-0.0156030190020387,0,1
"365",0,-0.000689474010936744,0,1
"366",0,-0.00319596206888125,0,1
"367",0,0.0853555126966883,0,0
"368",0,-0.00460010620898551,0,1
"369",0,-0.0184327644069752,0,0
"370",0,0.240010621610591,0,1
"371",0,-0.000157184252036335,0,1
"372",0,0.0151400042898531,0,0
"373",0,-7.86877480793331e-06,0,1
"374",0,-0.0274695830653081,0,0
"375",0,0.15441268958801,0,0
"376",0,-0.0209603679920151,0,1
"377",0,-0.0205485483415598,0,1
"378",0,-0.012587892029839,0,1
"379",0,-0.00985747344481599,0,0
"380",0,-0.0156200382695936,0,1
"381",0,-0.0261925318941836,0,0
"382",0,0.31385493082569,0,0
"383",0,-0.0263892773466709,0,0
"384",0,-0.0123111328089265,0,1
"385",0,0.198634434830755,0,1
"386",0,-0.0757487359179574,0,1
"387",0,0.00729453087420261,0,0
"388",0,-0.00181621281888241,0,1
"389",0,0.00599977632220884,0,1
"390",0,-0.0014778653392572,0,0
"391",0,0.149333135355394,0,0
"392",0,0.0437781313414835,0,0
"393",0,-0.0162003581225136,0,0
"394",0,0.206353417533735,0,1
"395",0,-0.00437134112834603,0,0
"396",0,-0.0182274663324863,0,1
"397",0,-0.0237259329333347,0,1
"398",0,0.0122092320386303,0,0
